Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
c3dccb7d-3f10-11e4-adec-0800271c1b75,,,"Cervical spine, 2 or 3 views (X-ray)","cervical spine, 2 or 3 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3de80e0-3f10-11e4-adec-0800271c1b75,,,"Thoracic and lumbar spine, 2 views (X-ray)","thoracic and lumbar spine, 2 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3e0c865-3f10-11e4-adec-0800271c1b75,,,"Sinuses, 3 views (X-ray)","sinuses, 3 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3e218c9-3f10-11e4-adec-0800271c1b75,,,"Facial bones, 3 views (X-ray)","facial bones, 3 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3e3f964-3f10-11e4-adec-0800271c1b75,,,"Skull, 4 views (X-ray)","skull, 4 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3e5362b-3f10-11e4-adec-0800271c1b75,,,"Chest, 4 views (X-ray)","chest, 4 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3e66dad-3f10-11e4-adec-0800271c1b75,,,Mandible panorex (X-ray),mandible panorex (x-ray),,Radiology,Text,,,,,,,,,,,
c3e777e8-3f10-11e4-adec-0800271c1b75,,,Chest lordotic (X-ray),chest lordotic (x-ray),,Radiology,Text,,,,,,,,,,,
c3e8841a-3f10-11e4-adec-0800271c1b75,,,Chest oblique - Bilateral (X-ray),chest oblique - bilateral (x-ray),,Radiology,Text,,,,,,,,,,,
c3ea8a0e-3f10-11e4-adec-0800271c1b75,,,Kidney retrograde pyelogram (X-ray),kidney retrograde pyelogram (x-ray),,Radiology,Text,,,,,,,,,,,
c3ebd804-3f10-11e4-adec-0800271c1b75,,,Acromioclavicular joints - Bilateral (X-ray),acromioclavicular joints - bilateral (x-ray),,Radiology,Text,,,,,,,,,,,
c3ed269d-3f10-11e4-adec-0800271c1b75,,,Abdomen AP (supine and lateraldecubitus) (X-ray),abdomen ap (supine and lateraldecubitus) (x-ray),,Radiology,Text,,,,,,,,,,,
c3eeafc9-3f10-11e4-adec-0800271c1b75,,,"Ankle - Left, 3 views (X-ray)","ankle - left, 3 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3f0315e-3f10-11e4-adec-0800271c1b75,,,"Ankle - Right, 3 views (X-ray)","ankle - right, 3 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c3f25c1e-3f10-11e4-adec-0800271c1b75,,,Neck soft tissue (X-ray),neck soft tissue (x-ray),,Radiology,Text,,,,,,,,,,,
c3f38c38-3f10-11e4-adec-0800271c1b75,,,"Temporomandibular joint, bilateral (XRay)","temporomandibular joint, bilateral (xray)",,Radiology,Text,,,,,,,,,,,
c3f5d786-3f10-11e4-adec-0800271c1b75,,,"Skull, 2 views (X-ray)","skull, 2 views (x-ray)",,Radiology,Text,,,,,,,,,,,
c400c1ea-3f10-11e4-adec-0800271c1b75,,,ARM Clavicle AP,arm clavicle ap,,Radiology,Text,,,,,,,,,,,
c401d630-3f10-11e4-adec-0800271c1b75,,,ARM Scapula AP,arm scapula ap,,Radiology,Text,,,,,,,,,,,
c402df4f-3f10-11e4-adec-0800271c1b75,,,ARM Scapula Lateral,arm scapula lateral,,Radiology,Text,,,,,,,,,,,
c403d175-3f10-11e4-adec-0800271c1b75,,,ARM Shoulder AP,arm shoulder ap,,Radiology,Text,,,,,,,,,,,
c404b7c5-3f10-11e4-adec-0800271c1b75,,,ARM Shoulder Axial,arm shoulder axial,,Radiology,Text,,,,,,,,,,,
c4065166-3f10-11e4-adec-0800271c1b75,,,ARM Humerus AP,arm humerus ap,,Radiology,Text,,,,,,,,,,,
c4075413-3f10-11e4-adec-0800271c1b75,,,ARM Humerus Lateral,arm humerus lateral,,Radiology,Text,,,,,,,,,,,
c4086b26-3f10-11e4-adec-0800271c1b75,,,ARM Elbow AP,arm elbow ap,,Radiology,Text,,,,,,,,,,,
c4097f8b-3f10-11e4-adec-0800271c1b75,,,ARM Elbow Lateral,arm elbow lateral,,Radiology,Text,,,,,,,,,,,
c40a8708-3f10-11e4-adec-0800271c1b75,,,ARM Forearm AP,arm forearm ap,,Radiology,Text,,,,,,,,,,,
c40b96c9-3f10-11e4-adec-0800271c1b75,,,ARM Forearm Lateral,arm forearm lateral,,Radiology,Text,,,,,,,,,,,
c40cd03d-3f10-11e4-adec-0800271c1b75,,,ARM Wrist PA,arm wrist pa,,Radiology,Text,,,,,,,,,,,
c40de878-3f10-11e4-adec-0800271c1b75,,,ARM Wrist AP,arm wrist ap,,Radiology,Text,,,,,,,,,,,
c40f3387-3f10-11e4-adec-0800271c1b75,,,ARM Wrist Lateral,arm wrist lateral,,Radiology,Text,,,,,,,,,,,
c4105793-3f10-11e4-adec-0800271c1b75,,,ARM Scaphoid,arm scaphoid,,Radiology,Text,,,,,,,,,,,
c411394f-3f10-11e4-adec-0800271c1b75,,,ARM Hand AP,arm hand ap,,Radiology,Text,,,,,,,,,,,
c4128afc-3f10-11e4-adec-0800271c1b75,,,ARM Hand oblique,arm hand oblique,,Radiology,Text,,,,,,,,,,,
c413aee0-3f10-11e4-adec-0800271c1b75,,,ARM Finger lateral,arm finger lateral,,Radiology,Text,,,,,,,,,,,
c414b488-3f10-11e4-adec-0800271c1b75,,,LEG Pelvis,leg pelvis,,Radiology,Text,,,,,,,,,,,
c4159b6e-3f10-11e4-adec-0800271c1b75,,,LEG Hip joint AP,leg hip joint ap,,Radiology,Text,,,,,,,,,,,
c416b824-3f10-11e4-adec-0800271c1b75,,,LEG Hip joint Lateral,leg hip joint lateral,,Radiology,Text,,,,,,,,,,,
c417d906-3f10-11e4-adec-0800271c1b75,,,LEG Femur AP,leg femur ap,,Radiology,Text,,,,,,,,,,,
c4190ce8-3f10-11e4-adec-0800271c1b75,,,LEG Femur Lateral,leg femur lateral,,Radiology,Text,,,,,,,,,,,
c41a4318-3f10-11e4-adec-0800271c1b75,,,LEG Knee AP,leg knee ap,,Radiology,Text,,,,,,,,,,,
c41b4b45-3f10-11e4-adec-0800271c1b75,,,LEG Knee lateral,leg knee lateral,,Radiology,Text,,,,,,,,,,,
c41c62f0-3f10-11e4-adec-0800271c1b75,,,LEG Lower leg including knee,leg lower leg including knee,,Radiology,Text,,,,,,,,,,,
c41de6c2-3f10-11e4-adec-0800271c1b75,,,LEG Lower leg including ankle,leg lower leg including ankle,,Radiology,Text,,,,,,,,,,,
c41f9b52-3f10-11e4-adec-0800271c1b75,,,LEG Ankle joint,leg ankle joint,,Radiology,Text,,,,,,,,,,,
c4208961-3f10-11e4-adec-0800271c1b75,,,LEG Foot AP,leg foot ap,,Radiology,Text,,,,,,,,,,,
c4219f57-3f10-11e4-adec-0800271c1b75,,,LEG Foot oblique,leg foot oblique,,Radiology,Text,,,,,,,,,,,
c422cfd8-3f10-11e4-adec-0800271c1b75,,,LEG Foot lateral,leg foot lateral,,Radiology,Text,,,,,,,,,,,
c423e55e-3f10-11e4-adec-0800271c1b75,,,CHEST PA,chest pa,,Radiology,Text,,,,,,,,,,,
c424eed0-3f10-11e4-adec-0800271c1b75,,,CHEST Lateral,chest lateral,,Radiology,Text,,,,,,,,,,,
c425d233-3f10-11e4-adec-0800271c1b75,,,CHEST AP,chest ap,,Radiology,Text,,,,,,,,,,,
c426ce9d-3f10-11e4-adec-0800271c1b75,,,CHEST apical lordotic,chest apical lordotic,,Radiology,Text,,,,,,,,,,,
c427d7e5-3f10-11e4-adec-0800271c1b75,,,ABDOMEN AP Supine,abdomen ap supine,,Radiology,Text,,,,,,,,,,,
c428dd24-3f10-11e4-adec-0800271c1b75,,,ABDOMEN PA/AP standing erect,abdomen pa/ap standing erect,,Radiology,Text,,,,,,,,,,,
c42a0bbe-3f10-11e4-adec-0800271c1b75,,,ABDOMEN lateral decubitus,abdomen lateral decubitus,,Radiology,Text,,,,,,,,,,,
c42b1e07-3f10-11e4-adec-0800271c1b75,,,ABDOMEN supine urography,abdomen supine urography,,Radiology,Text,,,,,,,,,,,
c42c3e79-3f10-11e4-adec-0800271c1b75,,,ABDOMEN urinary bladder,abdomen urinary bladder,,Radiology,Text,,,,,,,,,,,
c42d60a4-3f10-11e4-adec-0800271c1b75,,,HEAD Skull PA,head skull pa,,Radiology,Text,,,,,,,,,,,
c42e71d7-3f10-11e4-adec-0800271c1b75,,,HEAD Skull AP,head skull ap,,Radiology,Text,,,,,,,,,,,
c42f5874-3f10-11e4-adec-0800271c1b75,,,HEAD Skull semiaxial (Towne?s),head skull semiaxial (towne?s),,Radiology,Text,,,,,,,,,,,
c4306c31-3f10-11e4-adec-0800271c1b75,,,HEAD Skull lateral,head skull lateral,,Radiology,Text,,,,,,,,,,,
c431879d-3f10-11e4-adec-0800271c1b75,,,HEAD Sinus and face lateral,head sinus and face lateral,,Radiology,Text,,,,,,,,,,,
c432f929-3f10-11e4-adec-0800271c1b75,,,HEAD Nose lateral,head nose lateral,,Radiology,Text,,,,,,,,,,,
c434127e-3f10-11e4-adec-0800271c1b75,,,HEAD Mandible AP,head mandible ap,,Radiology,Text,,,,,,,,,,,
c4354067-3f10-11e4-adec-0800271c1b75,,,HEAD Mandible PA,head mandible pa,,Radiology,Text,,,,,,,,,,,
c43652a4-3f10-11e4-adec-0800271c1b75,,,HEAD Mandible oblique lateral,head mandible oblique lateral,,Radiology,Text,,,,,,,,,,,
c4379568-3f10-11e4-adec-0800271c1b75,,,SPINE Cervical AP/PA,spine cervical ap/pa,,Radiology,Text,,,,,,,,,,,
c438f0ef-3f10-11e4-adec-0800271c1b75,,,SPINE Cervical Lateral,spine cervical lateral,,Radiology,Text,,,,,,,,,,,
c43a00a6-3f10-11e4-adec-0800271c1b75,,,SPINE Thoracic AP/PA,spine thoracic ap/pa,,Radiology,Text,,,,,,,,,,,
c43b60d0-3f10-11e4-adec-0800271c1b75,,,SPINE Thoracic Lateral,spine thoracic lateral,,Radiology,Text,,,,,,,,,,,
c43c5c1e-3f10-11e4-adec-0800271c1b75,,,SPINE Lumbo-sacral AP/PA,spine lumbo-sacral ap/pa,,Radiology,Text,,,,,,,,,,,
c43d8ac8-3f10-11e4-adec-0800271c1b75,,,SPINE Lumbo-sacral Lateral,spine lumbo-sacral lateral,,Radiology,Text,,,,,,,,,,,
c43f739e-3f10-11e4-adec-0800271c1b75,,,BARIUM STUDY Barium swallow,barium study barium swallow,,Radiology,Text,,,,,,,,,,,
c44042b0-3f10-11e4-adec-0800271c1b75,,,BARIUM STUDY Barium meal,barium study barium meal,,Radiology,Text,,,,,,,,,,,
c4412cc2-3f10-11e4-adec-0800271c1b75,,,BARIUM STUDY Barium Enema,barium study barium enema,,Radiology,Text,,,,,,,,,,,
c4421a69-3f10-11e4-adec-0800271c1b75,,,RGU,rgu,,Radiology,Text,,,,,,,,,,,
c442c4c8-3f10-11e4-adec-0800271c1b75,,,KUB,kub,,Radiology,Text,,,,,,,,,,,
c44391ba-3f10-11e4-adec-0800271c1b75,,,CT,ct,,Radiology,Text,,,,,,,,,,,
c44449c4-3f10-11e4-adec-0800271c1b75,,,MRI,mri,,Radiology,Text,,,,,,,,,,,
0f601d42-8527-4260-8b2f-fe92d9a59883,,,Ultrasound,Ultrasound,,Radiology,Text,,,,,,,,,,,
c60fbe0e-1e77-4f60-bd63-3299d95262d5,,,"Ultrasound, abdomen","Ultrasound, abdomen",,Radiology,Text,,,,,,,,,,,
76639df6-7d50-4185-948d-bb7654b0d278,,,"Ultrasound, pelvis","Ultrasound, pelvis",,Radiology,Text,,,,,,,,,,,
9fb9a31b-7647-49d7-a927-4a86e8609ab1,,,"Ultrasound, head","Ultrasound, head",,Radiology,Text,,,,,,,,,,,
46f19b61-3427-4dd2-a1ee-65d81da3f487,,,"Ultrasound, neck","Ultrasound, neck",,Radiology,Text,,,,,,,,,,,
36bc979e-e5e6-4716-915a-dc3bc7b3ed6e,,,"Ultrasound, breast","Ultrasound, breast",,Radiology,Text,,,,,,,,,,,
42f4cfa5-7a89-4fcf-b9f2-df1f000dfc95,,,"Ultrasound, soft tissue","Ultrasound, soft tissue",,Radiology,Text,,,,,,,,,,,
afae0d49-d1c3-4980-a016-99439a8995fc,,,"Ultrasound, arm","Ultrasound, arm",,Radiology,Text,,,,,,,,,,,
5dedacf4-5db1-4be2-b3ba-9304d7c5b4e0,,,"Ultrasound, leg","Ultrasound, leg",,Radiology,Text,,,,,,,,,,,
c39d6a53-3f10-11e4-adec-0800271c1b75,,,Radiology,radiology,,ConvSet,N/A,,,"Chest, 1 view (X-ray); Spine, 1 view (X-ray); Pelvis, 1 view (X-ray); Abdomen, 1 view (X-ray); Knee - Left, 1 or 2 views (X-ray); Knee - Right, 1 or 2 views (X-ray); Chest, 2 views (X-ray); Hip - Left, 2 views (X-ray); Hand - Left, 2 views (X-ray); Hip - Right, 2 views (X-ray); Ribs - Left, 2 views (X-ray); Foot - Left, 2 views (X-ray); Femur - Left, 2 views (X-ray); Ribs - Right, 2 views (X-ray); Foot - Right, 2 views (X-ray); Elbow - Left, 2 views (X-ray); Hand - Right, 2 views (X-ray); Wrist - Left, 2 views (X-ray); Elbow - Right, 2 views (X-ray); Wrist - Right, 2 views (X-ray); Femur - Right, 2 views (X-ray); Forearm - Left, 2 views (X-ray); Humerus - Left, 2 views (X-ray); Lumbar spine, 2 or 3 views (X-ray); Forearm - Right, 2 views (X-ray); Clavicle - Left, 2 views (X-ray); Humerus - Right, 2 views (X-ray); Shoulder - Left, 2 views (X-ray); Shoulder - Right, 2 views (X-ray); Lower leg - Left, 2 views (X-ray); Calcaneus - Left, 2 views (X-ray); Thoracic spine, 2 views (X-ray); Clavicle - Right, 2 views (X-ray); Lower leg - Right, 2 views (X-ray); Calcaneus - Right, 2 views (X-ray); Cervical spine, 2 or 3 views (X-ray); Thoracic and lumbar spine, 2 views (X-ray); Sinuses, 3 views (X-ray); Facial bones, 3 views (X-ray); Skull, 4 views (X-ray); Chest, 4 views (X-ray); Mandible panorex (X-ray); Chest lordotic (X-ray); Chest oblique - Bilateral (X-ray); Kidney retrograde pyelogram (X-ray); Acromioclavicular joints - Bilateral (X-ray); Abdomen AP (supine and lateraldecubitus) (X-ray); Ankle - Left, 3 views (X-ray); Ankle - Right, 3 views (X-ray); Neck soft tissue (X-ray); Temporomandibular joint, bilateral (XRay); Skull, 2 views (X-ray); ARM Clavicle AP; ARM Scapula AP; ARM Scapula Lateral; ARM Shoulder AP; ARM Shoulder Axial; ARM Humerus AP; ARM Humerus Lateral; ARM Elbow AP; ARM Elbow Lateral; ARM Forearm AP; ARM Forearm Lateral; ARM Wrist PA; ARM Wrist AP; ARM Wrist Lateral; ARM Scaphoid; ARM Hand AP; ARM Hand oblique; ARM Finger lateral; LEG Pelvis; LEG Hip joint AP; LEG Hip joint Lateral; LEG Femur AP; LEG Femur Lateral; LEG Knee AP; LEG Knee lateral; LEG Lower leg including knee; LEG Lower leg including ankle; LEG Ankle joint; LEG Foot AP; LEG Foot oblique; LEG Foot lateral; CHEST PA; CHEST Lateral; CHEST AP; CHEST apical lordotic; ABDOMEN AP Supine; ABDOMEN PA/AP standing erect; ABDOMEN lateral decubitus; ABDOMEN supine urography; ABDOMEN urinary bladder; HEAD Skull PA; HEAD Skull AP; HEAD Skull semiaxial (Towne?s); HEAD Skull lateral; HEAD Sinus and face lateral; HEAD Nose lateral; HEAD Mandible AP; HEAD Mandible PA; HEAD Mandible oblique lateral; SPINE Cervical AP/PA; SPINE Cervical Lateral; SPINE Thoracic AP/PA; SPINE Thoracic Lateral; SPINE Lumbo-sacral AP/PA; SPINE Lumbo-sacral Lateral; BARIUM STUDY Barium swallow; BARIUM STUDY Barium meal; BARIUM STUDY Barium Enema; RGU; KUB; CT; MRI; Ultrasound; Ultrasound, abdomen; Ultrasound, pelvis; Ultrasound, head; Ultrasound, neck; Ultrasound, breast; Ultrasound, soft tissue; Ultrasound, arm; Ultrasound, leg",,,,,,,,
